reasoning,output,score
0,0,-0.8538853395706589
0,0,-0.8917282275747269
0,0,0.11798543918671434
0,0,-0.3154340546461598
0,0,-0.7559030873079697
0,0,0.526000147747749
0,0,-0.9583599785881658
0,0,-0.164747518458902
0,0,0.5013272086132416
0,0,0.3530263939585876
0,0,-0.1940666084404612
0,0,-0.06855112619490944
0,0,-0.39601515048096747
0,0,0.7205600986733915
0,0,-0.9043385485608242
0,0,0.2654703535476617
0,0,-0.42674512251624086
0,0,-0.9935718005319953
0,0,0.5908943194965621
0,0,-0.7075873279583045
0,0,-0.7589188361313188
0,0,0.36559313935079385
0,0,0.7615964737979515
0,0,-0.6077646030486656
0,0,0.6098309183678372
0,0,0.18933546036551685
0,0,0.07994380721612604
0,0,-0.8489638147344294
0,0,0.9076997284197357
0,0,-0.0807007219922724
0,0,-0.7857643314148544
0,0,-0.9259833600726242
0,0,-0.23915513255637055
0,0,0.6365064931533286
0,0,0.36494831813339657
0,0,0.13633177191967527
0,0,-0.0790096052066509
0,0,-0.4630915477139743
0,0,-0.1195320562012332
0,0,0.7947146888168439
0,0,0.41180935434235666
0,0,-0.7712256186442321
0,0,-0.6993419009750996
0,0,0.9425467070684159
0,0,0.8998703124069445
0,0,0.06470848987917033
0,0,0.2985965529016599
0,0,-0.31230431133782255
0,0,0.9293790825393304
0,0,0.47018929962031764
0,0,0.5477059874816237
0,0,-0.15582226242385322
0,0,0.004862487793753534
0,0,-0.8273114853175103
0,0,-0.46636655024414453
0,0,-0.1635185493190665
0,0,-0.04124689203720555
0,0,0.30859325426790263
0,0,-0.9977614200542961
0,0,-0.6988260132603328
0,0,0.12785206657684411
0,0,-0.5128321008887267
0,0,0.5491242834228469
0,0,0.906935708615606
0,0,-0.7405608751597792
0,0,0.788989523612059
0,0,0.9373315419887371
0,0,-0.017135874076345203
0,0,-0.6874175371870042
0,0,0.8303163424355071
0,0,0.14242695489411172
0,0,-0.6278210742675883
0,0,-0.1642419604067773
0,0,-0.5221585930591093
0,0,0.0691239119371665
0,0,0.6162335892515258
0,0,-0.5188206031840898
0,0,0.8432991083847967
0,0,-0.1692237292766121
0,0,0.01747962747879961
0,0,0.007504529802285553
0,0,0.1627246815352632
0,0,0.21565562017863082
0,0,-0.17278536990629023
0,0,-0.8888148621004068
0,0,-0.11257693363896681
0,0,-0.13964869899548527
0,0,-0.03912504517746296
0,0,-0.6042379100542878
0,0,0.02157758918130326
0,0,-0.4344493940819447
0,0,-0.4931277444338453
0,0,-0.8667887339745313
0,0,-0.19411973266420457
0,0,-0.04400842424023721
0,0,-0.36900780370973085
0,0,0.2240639494811567
0,0,0.3904243313973812
0,0,-0.40858910172747653
0,0,0.503891977225315
0,0,0.7920071843716965
0,0,-0.43235548989213446
0,0,0.5860466536838231
0,0,0.5850696958876551
0,0,-0.8378621288984032
0,0,-0.19897845229374367
0,0,0.4784555026234505
0,0,0.4447085985309778
0,0,0.20579216143666135
0,0,0.3830424155374519
0,0,-0.5211736087543473
0,0,0.8496684427132957
0,0,-0.6498662325535389
0,0,-0.7857021331488445
0,0,0.41056981505027546
0,0,0.20186995318014933
0,0,-0.13771191569315278
0,0,0.46288330417410095
0,0,0.8211991793539293
0,0,0.20608946473660472
0,0,0.07531172091087623
0,0,-0.9840267632676376
0,0,0.23367704630675235
0,0,0.34346163183706224
0,0,-0.5378282827246901
0,0,-0.04605884852882225
0,0,0.7178632909622473
0,0,-0.6991402022259416
0,0,0.7981755354638109
0,0,-0.5934825977017197
0,0,-0.5779502655120232
0,0,0.7186005557472612
0,0,0.1957748460545503
0,0,-0.9229650751335601
0,0,-0.09189735283079914
0,0,0.09565311201950588
0,0,-0.12459219372342623
0,0,-0.26030807966188907
0,0,0.4308171422632505
0,0,-0.6245996639660198
0,0,0.823861285112049
0,0,-0.9142665514462822
0,0,0.4424619748822589
0,0,0.9597219968544526
0,0,0.6271830431187595
0,0,0.9417475895943881
0,0,0.2506105450134788
0,0,-0.045693655673277433
0,0,0.9459447544705026
0,0,0.3384624718361098
0,0,0.7082380649121487
0,0,0.7173399669007126
0,0,-0.9980701467326112
0,0,-0.10579680188336504
0,0,0.9481369866271385
0,0,0.207971142173504
0,0,0.9465409100055147
0,0,-0.687841751638256
0,0,0.0780134350506263
0,0,-0.1463941474249184
0,0,-0.6696739912066663
0,0,-0.411377697239512
0,0,0.22764747672553876
0,0,-0.4967622674430541
0,0,-0.20905603243977455
0,0,0.6491463240666335
0,0,0.9220714596660207
0,0,-0.0748641748575658
0,0,-0.29786375258605813
0,0,-0.009876866589904498
0,0,0.8554284762566711
0,0,-0.279255084279463
0,0,-0.1686075834679821
0,0,-0.5989999544199704
0,0,0.5643603339105627
0,0,-0.5586407422971611
0,0,0.6077754122231027
0,0,0.5401941396867964
0,0,-0.5307554261052501
0,0,0.7837382434564795
0,0,-0.6014538678357095
0,0,0.29840020153583247
0,0,0.3636944639422208
0,0,-0.574694153990583
0,0,-0.9123295812102434
0,0,0.7488989875196559
0,0,-0.46769296669083915
0,0,0.8449635670021711
0,0,0.8279580564317239
0,0,-0.7331924852128584
0,0,-0.8462549936779087
0,0,0.5357848909028824
0,0,-0.10082749432556093
0,0,0.055589121203542646
0,0,0.2978408100960279
0,0,-0.5144039817816721
0,0,-0.6160630340893951
0,0,0.3982808873424224
0,0,0.04344434765904004
0,0,0.10911770556161526
0,0,-0.9201184569224736
0,0,-0.074503552788459
0,0,0.6912822098511937
0,0,-0.04992320511801607
0,0,-0.34247818163499355
0,0,0.8068143569646415
0,0,-0.17389008660326555
0,0,-0.06404965725449419
0,0,-0.9775124777564861
0,0,-0.9366044049466058
0,0,0.7362460842538978
0,0,-0.8301285772452247
0,0,-0.39632266418999484
0,0,-0.8069015744057515
0,0,-0.07652842441283103
0,0,-0.6407134086116781
0,0,0.00019344022353684487
0,0,-0.012797147171024204
0,0,-0.2648132986522609
0,0,-0.6114436456637198
0,0,0.38243794055832736
0,0,-0.49929821151712406
0,0,-0.7027450257287566
0,0,0.12005158389317216
0,0,-0.9402964448306939
0,0,0.2527518094656884
0,0,-0.3140761681608073
0,0,-0.7993806333747222
0,0,0.47147957514602323
0,0,-0.294295132940968
0,0,0.03056121835131287
0,0,-0.8241737906385449
0,0,-0.7348852569140187
0,0,-0.7588191011891947
0,0,-0.2629448772446741
0,0,0.24147540764121045
0,0,-0.9290216538374718
0,0,0.1788648729150195
0,0,0.6531800555670482
0,0,-0.8628050218210495
0,0,-0.46062671029770064
0,0,-0.8904565196233674
0,0,-0.44906597892770406
0,0,-0.1673528682300427
0,0,0.8488491754540326
0,0,-0.9883096794967163
0,0,-0.5686345719802186
0,0,-0.7008429320220428
0,0,0.5554563596883366
0,0,0.9991417617568468
0,0,-0.3980239348454464
0,0,-0.5018334611052373
0,0,-0.06055122283975556
0,0,0.5102686188957697
0,0,0.24872997678069186
0,0,0.6931674056741137
0,0,-0.9428626128473316
0,0,0.3501459343264073
0,0,-0.8516851712362989
0,0,0.8820350919628388
0,0,-0.5730027709574235
0,0,-0.42578063179837256
0,0,0.7451302779276672
0,0,0.5466206120913208
0,0,-0.16912354326410983
0,0,0.6927236065428437
0,0,-0.18421210263139387
0,0,-0.1567549472416654
0,0,-0.5968935963679003
0,0,-0.07813813987171514
0,0,-0.9616929353656734
0,0,0.1871088796901732
0,0,0.293236721101342
0,0,-0.5539482135513718
0,0,0.04095638621972686
0,0,-0.32808741010702125
0,0,-0.4181268942888434
0,0,-0.08876803523692867
0,0,-0.1542078878175921
0,0,-0.8539236824295204
0,0,0.6466337428642537
0,0,-0.5374249476981936
0,0,-0.6434613138431577
0,0,0.3507533854110443
0,0,0.48903750983775995
0,0,-0.9275265371042118
0,0,0.584942875063388
0,0,-0.5551789320806013
0,0,-0.3498163321064258
0,0,-0.5000192365590406
0,0,0.7773181289341613
0,0,-0.6271187455512024
0,0,-0.006025133370767488
0,0,-0.007728825272052875
0,0,-0.8207504221971258
0,0,-0.8966275172822968
0,0,-0.8973693738250561
0,0,0.7409635619200159
0,0,-0.46099230944909086
0,0,0.10529339409505112
0,0,0.006354810622783091
0,0,-0.2563213097186714
0,0,-0.15698709772929886
0,0,0.448530741030696
0,0,0.9166058151425316
0,0,-0.6729597985288647
0,0,-0.29011836270352576
0,0,-0.6095197598968431
0,0,-0.3447867565246874
0,0,0.941164079114629
0,0,-0.1017312002113464
0,0,0.9097723972041183
0,0,0.6478207977419124
0,0,-0.4108125645463008
0,0,-0.008087047974058015
0,0,-0.1767244378181012
0,0,-0.0812509715086911
0,0,-0.003331671531052738
0,0,-0.7848769106185112
0,0,-0.6007510914689504
0,0,0.24048848990868055
0,0,0.15943983247994464
0,0,-0.2497071725455784
0,0,0.6175861974807626
0,0,0.05290513101257743
0,0,-0.9302646045263465
0,0,-0.04598838585616538
0,0,0.9585380650281976
0,0,-0.6158161312184507
0,0,0.7294119665806211
0,0,-0.6554731120059749
0,0,-0.772570642541617
0,0,0.9219285348315018
0,0,0.6059473642779447
0,0,0.8233610167893324
0,0,-0.8074486210685485
0,0,0.3582092501701106
0,0,-0.18192934667331717
0,0,-0.8977881855803931
0,0,-0.2157690469386193
0,0,0.8441160789725795
0,0,0.07163115777575157
0,0,-0.8332975461525953
0,0,0.0013220953909727218
0,0,0.6173298842014299
0,0,0.8790970923684034
0,0,0.8523059423480468
0,0,-0.22490279318964568
0,0,0.17813553798407344
0,0,0.9359325773556695
0,0,0.21375220944507634
0,0,-0.03428088556244413
0,0,0.3959124921009667
0,0,0.2542072413808867
0,0,-0.9730372139951948
0,0,0.12054773958883014
0,0,-0.17466571713815893
0,0,-0.4508035401075272
0,0,-0.6668869032520386
0,0,0.4019646773223302
0,0,0.2318789648526216
0,0,0.5431308778381745
0,0,-0.06886198486616557
0,0,0.1133411135071003
0,0,-0.12499042954781858
0,0,-0.4820122953839854
0,0,0.16355520304926574
0,0,0.4162718141792672
0,0,-0.18497119522960226
0,0,-0.982606971068885
0,0,0.7859291278376344
0,0,-0.4567077534039632
0,0,-0.5544256398027845
0,0,0.5478253367540609
0,0,0.8980753274134885
0,0,-0.058050651938286846
0,0,0.7406923182476286
0,0,0.7613648577351648
0,0,0.6795063052341128
0,0,-0.5314243213971424
0,0,-0.6666830548036822
0,0,-0.39900050454412805
0,0,-0.14643814805109656
0,0,-0.6933574839899486
0,0,-0.42356581580924013
0,0,-0.7458372054159637
0,0,-0.8937628310425025
0,0,-0.7342099179562802
0,0,0.16266195297955055
0,0,0.7572183321038524
0,0,0.8219072216322341
0,0,0.8039290943208863
0,0,-0.01325670852572225
0,0,0.8718327244342738
0,0,0.008465235055883591
0,0,-0.9292509979613712
0,0,-0.8934043294464251
0,0,-0.4222760292537022
0,0,0.3078269509646079
0,0,-0.4205692829197982
0,0,0.8444488425893861
0,0,0.8963975989707254
0,0,0.3105364902857881
0,0,-0.06583783431004164
0,0,-0.4480137440852985
0,0,-0.10592372661783034
0,0,0.6411197979595236
0,0,-0.6550351629557545
0,0,-0.0131754696837727
0,0,-0.8482587583379326
0,0,-0.4765082399969782
0,0,0.13474889248978572
0,0,0.010994806697614878
0,0,0.09126700878198757
0,0,0.15700771994671592
0,0,0.19051056219578388
0,0,0.6460363503773578
0,0,-0.07749269130145531
0,0,0.014571202476810319
0,0,0.8986851311907869
0,0,-0.8034360930197815
0,0,0.15076788727566504
0,0,0.025826323920427496
0,0,-0.24620187671818017
0,0,0.913347577080849
0,0,0.4221351627672485
0,0,0.23820754149926437
0,0,0.443407600675757
0,0,0.3918091154957666
0,0,-0.44001473488747167
0,0,-0.7348301824420456
0,0,-0.3342792076405747
0,0,0.515010168597958
0,0,0.2111321729700688
0,0,-0.9230573312279748
0,0,0.9724388283202356
0,0,-0.9559634797618299
0,0,-0.6522163491246245
0,0,-0.0882406375683662
0,0,0.4156424288757301
0,0,-0.006954618620727437
0,0,-0.9972727136044239
0,0,0.22958546169801042
0,0,0.9001602770777324
0,0,-0.7284158181387133
0,0,0.8311129170868685
0,0,0.18113154907035844
0,0,0.43243014988920336
0,0,-0.7948100232529909
0,0,-0.5996115911263775
0,0,0.5412951299510782
0,0,-0.5128403616588819
0,0,-0.07159417112508315
0,0,-0.33408108726354424
0,0,-0.6274793218982886
0,0,0.01997047374438332
0,0,-0.04056508574822959
0,0,0.49628390204380457
0,0,0.05660896508941793
0,0,0.21211477612370278
0,0,-0.2251091390994575
0,0,0.33654954000865533
0,0,-0.6357858098006133
0,0,0.7682245588781265
0,0,-0.7080989492761061
0,0,0.5368955978245624
0,0,0.5069595934477731
0,0,-0.6559874895585207
0,0,0.2567137667132291
0,0,0.16029412773866558
0,0,0.16587901027764107
0,0,0.3674769539185847
0,0,-0.8557898331102771
0,0,0.6081067640193225
0,0,-0.7539631605646608
0,0,0.9659806677593223
0,0,-0.21270556043862832
0,0,0.12343842263701865
0,0,-0.3617676392404925
0,0,-0.8243649611831421
0,0,-0.3655591078848204
0,0,-0.7692630011522856
0,0,-0.47746469275848
0,0,-0.20207764283655383
0,0,0.6411673271899216
0,0,0.6241655757190918
0,0,-0.46913955105371197
0,0,-0.8766694490891445
0,0,-0.9402221237021589
0,0,-0.8151471460472131
0,0,0.5404285648580873
0,0,-0.31009506432805223
0,0,0.7560748084909084
0,0,-0.14691184151720926
0,0,0.618532159610168
0,0,-0.5705973395988704
0,0,-0.27601357114407676
0,0,0.7170287089943821
0,0,0.5124556002688188
0,0,0.9543945618732148
0,0,-0.817711146246269
0,0,0.0686183205204638
0,0,-0.9145189042849005
0,0,-0.7001424771217086
0,0,0.4810202417554168
0,0,0.9244718161493055
0,0,-0.9222902608108909
0,0,0.9981511372818617
0,0,-0.4894136183022324
0,0,0.8838213435763529
0,0,0.06534020888349579
0,0,0.3756362921419176
0,0,0.03632225491422236
0,0,0.39297239610905543
0,0,-0.7655251996406423
0,0,0.62802438095876
0,0,0.82941085069358
0,0,0.125929227113734
0,0,0.37056794768729273
0,0,0.4277617393652742
0,0,-0.9997491447410183
0,0,-0.3803962655506332
0,0,-0.1200545316781334
0,0,0.5586001180263866
0,0,0.9805902636767598
0,0,-0.4913747201753018
0,0,-0.2187935348307526
0,0,-0.17961384128187885
0,0,0.8394838240752078
0,0,0.01215353133356012
0,0,-0.3616700663138339
0,0,-0.5839813681827439
0,0,0.7299393925868933
0,0,-0.489265754104963
0,0,-0.4978467350405469
0,0,0.1918508166898878
0,0,-0.5847131034285713
0,0,-0.7816556676991273
0,0,0.6520605095818264
0,0,-0.8991097315413068
0,0,-0.8470066334452098
0,0,-0.6788288602738866
0,0,0.6147202778679948
0,0,0.1186062166357329
0,0,0.9773163500011315
0,0,0.4707606723404165
0,0,-0.20781375282428316
0,0,0.4061771427538643
0,0,0.3809358804804446
0,0,0.1819100758053107
0,0,0.8436822116550591
0,0,0.2704506342812516
0,0,-0.10460197804996074
0,0,-0.33013233402027353
0,0,-0.9447382447568711
0,0,-0.19728664097509152
0,0,-0.8257028887170894
0,0,0.7737405008537708
0,0,0.7908017430935466
0,0,-0.22569918981021764
0,0,-0.6438005064363439
0,0,0.9181433572492665
0,0,0.7302110103899246
0,0,0.9205390155999831
0,0,0.6524848044017921
0,0,0.06349119480446896
0,0,-0.7394841193787531
0,0,-0.6488462903696453
0,0,-0.39312876436889077
0,0,-0.7476507170210598
0,0,0.988778551006219
0,0,-0.43026239707353153
0,0,0.6528055395101688
0,0,0.3523486733907524
0,0,-0.010844475719207658
0,0,-0.06493097455319319
0,0,0.7314469119882434
0,0,0.496085347081334
0,0,0.4135620279676726
0,0,-0.359822121503365
0,0,0.28242703285588755
0,0,0.38245131833678814
0,0,0.1712704253791093
0,0,-0.48989046646195744
0,0,-0.005936074773631894
0,0,0.839546787361235
0,0,-0.002023357001655679
0,0,0.07309334313453664
0,0,0.05195894656007005
0,0,0.5977602124625732
0,0,0.8726506793874518
0,0,0.17449990962358597
0,0,-0.6892111558831941
0,0,0.2606836857987145
0,0,-0.898063898271579
0,0,0.39454670703007166
0,0,0.7728030313278982
0,0,0.9474923475226475
0,0,-0.5464451921143076
0,0,0.579202271803325
0,0,0.9936897381400156
0,0,-0.4087757860731578
0,0,-0.9240096892002856
0,0,0.21357763867369162
0,0,-0.8301588171815966
0,0,0.39175126781144387
0,0,-0.9619370892079759
0,0,-0.9417649676474478
0,0,0.0802378016069536
0,0,0.5830552466952417
0,0,0.41434296737125176
0,0,-0.9851821833455832
0,0,-0.10683044244344786
0,0,-0.8894136827566379
0,0,0.49217680533273644
0,0,-0.02631846753346223
0,0,-0.9854881533930748
0,0,0.7866867953676466
0,0,-0.9176616793353893
0,0,0.5911140597247782
0,0,0.0982490153747797
0,0,0.08074617001325701
0,0,-0.6841155835795449
0,0,0.13661667076328166
0,0,0.708904023387751
0,0,-0.4762041866561515
0,0,-0.12682361319591928
0,0,0.8355500571034682
0,0,-0.28314989773056953
0,0,0.5097483935860281
0,0,0.37456209187411127
0,0,0.4393775249937164
0,0,-0.5218371866487621
0,0,-0.8580037617691834
0,0,-0.09253729581314185
0,0,0.9173474099258647
0,0,-0.09742416006186594
0,0,-0.5605957543487354
0,0,0.795984703955638
0,0,0.7834796618246207
0,0,0.7791830933120212
0,0,-0.8497885151326978
0,0,0.3589172765466444
0,0,-0.4282668696989198
0,0,0.8791466974138757
0,0,0.19716963559190326
0,0,-0.42628179402404354
0,0,0.12404050773349118
0,0,0.2953725843658854
0,0,-0.8670623478486152
0,0,-0.15300246975697585
0,0,0.9466293201499276
0,0,0.3637507264708957
0,0,0.06401986508736135
0,0,0.22004747582482054
0,0,-0.39125957540837697
0,0,0.9024953253857884
0,0,0.16017184335326395
0,0,0.18972676450313863
0,0,-0.958398102434538
0,0,0.751629022211509
0,0,0.27298700284341315
0,0,0.035024090045504996
0,0,-0.7032552871861011
0,0,0.04576351787632382
0,0,-0.17806493819935065
0,0,-0.5945589730379284
0,0,-0.6115674448217392
0,0,-0.9177395571875151
0,0,-0.7379304418313042
0,0,-0.9482566751137602
0,0,-0.03669255148087269
0,0,-0.9310433487404612
0,0,-0.5933414127368604
0,0,0.5188925203149344
0,0,-0.8741402251938608
0,0,-0.5583337577310952
0,0,-0.9180349120599078
0,0,-0.31654116333187865
0,0,0.1390365704054275
0,0,-0.19622931548629174
0,0,-0.635328659152165
0,0,-0.20899513187247964
0,0,0.8112563569176998
